,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
0,Hyundai,Elite i20SPORTZ 1.4,687499,2016,Hyderabad,Diesel,51885,Manual,1,15293
1,Maruti,ErtigaZXI,648699,2014,Hyderabad,Petrol,67232,Manual,1,14430
2,Tata,TiagoXZ 1.2 REVOTRON,481999,2017,Hyderabad,Petrol,28702,Manual,2,10722
3,Maruti,New  Wagon-R1.0 VXI (O),536999,2019,Hyderabad,Petrol,19377,Manual,1,11945
4,Skoda,OctaviaStyle 1.4 TSI MT,1292899,2017,Hyderabad,Petrol,47264,Manual,1,28760
5,Maruti,BalenoZETA 1.2 K12,605799,2016,Hyderabad,Petrol,103354,Manual,1,13476
6,Maruti,New  Wagon-RVXI 1.2L,532599,2019,Hyderabad,Petrol,48692,Manual,2,11847
7,Honda,CityV AT,441599,2010,Hyderabad,Petrol,152381,Automatic,1,9823
8,Honda,Amaze1.2 SMT I VTEC,463599,2015,Hyderabad,Petrol,71525,Manual,2,10313
9,Hyundai,GRAND I10 NIOSSPORTZ 1.2 AT,781099,2021,Hyderabad,Petrol,4777,Automatic,1,17375
10,Hyundai,Verna1.6 CRDI SX + AT,1069899,2018,Hyderabad,Diesel,33367,Automatic,1,23799
11,Hyundai,VENUE1.5 SX CRDI MT,1042799,2020,Hyderabad,Diesel,40139,Manual,1,23196
12,Maruti,,1083299,2020,Hyderabad,Petrol,35019,,1,24097
13,Maruti,IGNISALPHA 1.3 DDIS,618899,2017,Hyderabad,Diesel,56696,Manual,2,13767
14,Mahindra,XUV500W11,2300999,2021,Hyderabad,Diesel,14755,Automatic,1,51184
15,Ford,Ecosport1.5 TITANIUM PLUS TI VCT AT,1260699,2020,Hyderabad,Petrol,5634,Automatic,1,28044
16,Maruti,A StarVXI ABS AT,314699,2012,Hyderabad,Petrol,98240,Automatic,2,7000
17,Maruti,Vitara BrezzaVDI,811499,2019,Hyderabad,Diesel,51619,Manual,1,18051
18,Maruti,Alto K10VXI,273299,2015,Hyderabad,Petrol,234695,Manual,1,6079
19,Maruti,Wagon R 1.0VXI,363999,2012,Hyderabad,Petrol,78088,Manual,1,8097
20,Maruti,Wagon R 1.0VXI,357299,2012,Hyderabad,Petrol,73245,Manual,1,7948
21,Maruti,Vitara BrezzaVDI AMT,800499,2018,Hyderabad,Diesel,81477,Automatic,2,17807
22,Hyundai,Grand i10SPORTZ (O) 1.2 AT VTVT,657799,2018,Hyderabad,Petrol,41620,Automatic,1,14632
23,Maruti,Wagon R 1.0VXI,349599,2012,Hyderabad,Petrol,86777,Manual,2,7777
24,Maruti,AltoVXI,407099,2019,Hyderabad,Petrol,41432,Manual,1,9056
25,Maruti,Wagon R 1.0VXI,419999,2016,Hyderabad,Petrol,55405,Manual,1,9343
26,Maruti,Wagon R 1.0VXI,392199,2016,Hyderabad,Petrol,39789,Manual,1,8724
27,Maruti,Wagon R 1.0VXI,401199,2014,Hyderabad,Petrol,52689,Manual,1,8924
28,Honda,Brio1.2 S MT I VTEC,402699,2015,Hyderabad,Petrol,68623,Manual,1,8958
29,Maruti,Wagon R 1.0VXI AMT,430999,2016,Hyderabad,Petrol,46870,Automatic,1,9587
30,Maruti,Wagon R 1.0VXI,406799,2014,Hyderabad,Petrol,55530,Manual,2,9049
31,Maruti,Eeco7 STR,401399,2018,Hyderabad,Petrol,40023,Manual,2,8929
32,Maruti,Wagon R 1.0VXI,363299,2013,Hyderabad,Petrol,58771,Manual,1,8081
33,Maruti,AltoLXI,201599,2012,Hyderabad,Petrol,28719,Manual,1,4484
34,Maruti,Alto K10VXI,383899,2018,Hyderabad,Petrol,41877,Manual,2,8540
35,Honda,Brio1.2 VX AT I VTEC,435199,2013,Hyderabad,Petrol,27101,Automatic,2,9681
36,Maruti,Eeco5 STR WITH AC PLUSHTR,432199,2019,Hyderabad,Petrol,21336,Manual,1,9614
37,Hyundai,i10SPORTZ 1.1 IRDE2,417199,2016,Hyderabad,Petrol,34335,Manual,2,9280
38,Maruti,Wagon R 1.0VXI,361699,2014,Hyderabad,Petrol,92708,Manual,1,8046
39,Hyundai,Grand i10ASTA 1.1 (O) CRDI,466599,2014,Hyderabad,Diesel,106258,Manual,1,10379
40,Mahindra,TharCRDE 4X4 BS IV,767699,2018,Hyderabad,Diesel,54437,Manual,2,17077
41,Mercedes,Benz C Class220 CDI ELEGANCE AT,865299,2009,Hyderabad,Diesel,66250,Automatic,2,19248
42,Toyota,Fortuner3.0 MT 4X4,871699,2009,Hyderabad,Diesel,216114,Manual,2,19390
43,Hyundai,Creta1.6 SX PLUS PETROL,981499,2017,Hyderabad,Petrol,51628,Manual,1,21833
44,Hyundai,Creta1.6 SX CRDI,1163699,2016,Hyderabad,Diesel,44124,Manual,1,25886
45,Hyundai,Elite i20SPORTZ (O) 1.4,582099,2015,Hyderabad,Diesel,183608,Manual,1,12948
46,Ford,Ecosport1.5 TREND TI VCT,528499,2013,Hyderabad,Petrol,48740,Manual,1,11756
47,Volkswagen,PoloHIGHLINE PLUS 1.5L DIESEL,715499,2017,Hyderabad,Diesel,50062,Manual,1,15916
48,Volkswagen,VentoHIGHLINE PLUS TDI MT,832399,2017,Hyderabad,Diesel,38004,Manual,1,18516
49,Hyundai,Creta1.6 SX PLUS AUTO PETROL,1069099,2017,Hyderabad,Petrol,44234,Automatic,2,23782
50,Honda,CityVX MT PETROL,1046099,2018,Hyderabad,Petrol,47032,Manual,1,23270
51,Ford,New Figo1.2 TITANIUM,507399,2017,Hyderabad,Petrol,38954,Manual,1,11287
52,Maruti,IGNISALPHA 1.2 K12 DUAL TONE,555299,2017,Hyderabad,Petrol,79312,Manual,1,12352
53,Maruti,SwiftVXI OPT,511799,2016,Hyderabad,Petrol,80413,Manual,1,11385
54,Hyundai,EonMAGNA PLUS,311599,2015,Hyderabad,Petrol,68345,Manual,2,6931
55,Toyota,Fortuner3.0 AT 4X2,1487099,2012,Hyderabad,Diesel,158977,Automatic,2,33080
56,Maruti,BalenoALPHA 1.2 K12,712199,2017,Hyderabad,Petrol,56571,Manual,1,15842
57,Maruti,IGNISZETA 1.2 K12,534799,2017,Hyderabad,Petrol,67919,Manual,2,11896
58,Toyota,YARISG CVT,1121199,2019,Hyderabad,Petrol,11884,Automatic,1,24940
59,Maruti,SwiftVDI OPT,606299,2017,Hyderabad,Diesel,68276,Manual,1,13487
60,Maruti,IGNISZETA 1.2 K12,553999,2018,Hyderabad,Petrol,23153,Manual,1,12323
61,Maruti,BalenoZETA 1.2 K12,628899,2018,Hyderabad,Petrol,69895,Manual,1,13990
62,Maruti,BalenoZETA 1.2 K12,650399,2017,Hyderabad,Petrol,52645,Manual,2,14468
63,Hyundai,Verna1.6 CRDI SX + AT,1020399,2018,Hyderabad,Diesel,83119,Automatic,1,22698
64,Maruti,Swift DzireVXI 1.2 BS IV,526299,2015,Hyderabad,Petrol,61290,Manual,2,11707
65,Hyundai,EonMAGNA PLUS,324199,2015,Hyderabad,Petrol,38789,Manual,1,7212
66,Maruti,Swift DzireVDI BS IV,538799,2015,Hyderabad,Diesel,97519,Manual,1,11985
67,Honda,Jazz1.2 ZX MT,976699,2021,Hyderabad,Petrol,8459,Manual,1,21726
68,Maruti,SwiftVXI,481499,2014,Hyderabad,Petrol,49168,Manual,1,10711
69,Maruti,BalenoDELTA 1.2 K12,722599,2020,Hyderabad,Petrol,24307,Manual,1,16074
70,Maruti,Vitara BrezzaZDI + AMT,943299,2019,Hyderabad,Diesel,74043,Automatic,2,20983
71,Maruti,Alto 800LXI,263899,2013,Hyderabad,Petrol,60810,Manual,2,5870
72,Hyundai,Grand i10ASTA 1.2 KAPPA VTVT,532899,2016,Hyderabad,Petrol,27665,Manual,1,11854
73,Hyundai,Grand i10SPORTS 1.2 VTVT,479199,2016,Hyderabad,Petrol,68792,Manual,2,10660
74,Hyundai,Grand i10SPORTS 1.2 VTVT,518199,2017,Hyderabad,Petrol,19376,Manual,2,11527
75,Maruti,Wagon R 1.0VXI,382399,2014,Hyderabad,Petrol,77315,Manual,1,8506
76,Maruti,Wagon R 1.0VXI AMT,427299,2016,Hyderabad,Petrol,67469,Automatic,1,9505
77,Hyundai,Grand i10SPORTZ (O) 1.2 AT VTVT,639299,2017,Hyderabad,Petrol,34023,Automatic,1,14221
78,Maruti,Wagon R 1.0VXI,405999,2015,Hyderabad,Petrol,77595,Manual,2,9031
79,Maruti,Eeco5 STR WITH AC PLUSHTR,435799,2018,Hyderabad,Petrol,25769,Manual,1,9694
80,Maruti,Alto K10VXI,266199,2012,Hyderabad,Petrol,55395,Manual,1,5921
81,Maruti,Alto K10VXI,405799,2019,Hyderabad,Petrol,18838,Manual,1,9027
82,Maruti,Alto K10VXI,382299,2017,Hyderabad,Petrol,23366,Manual,1,8504
83,Maruti,Alto K10VXI,434799,2019,Hyderabad,Petrol,5270,Manual,1,9672
84,Maruti,Alto K10VXI (O) AMT,336899,2016,Hyderabad,Petrol,46368,Automatic,1,7494
85,Renault,Kwid1.0 RXT Opt AT,410799,2017,Hyderabad,Petrol,21067,Automatic,1,9138
86,Maruti,Vitara BrezzaZDI PLUS DUAL TONE,1014999,2019,Hyderabad,Diesel,26469,Manual,2,22578
87,Honda,Amaze1.2 SMT I VTEC,651599,2019,Hyderabad,Petrol,42915,Manual,1,14494
88,Volkswagen,PoloTrendline 1.0 L Petrol,584099,2019,Hyderabad,Petrol,52142,Manual,2,12993
89,Ford,New Figo1.5 TITANIUM AT PETROL,580699,2016,Hyderabad,Petrol,21202,Automatic,2,12917
90,Toyota,Innova Crysta2.8 ZX AT 7 STR,1926499,2017,Hyderabad,Diesel,72222,Automatic,2,42854
91,Honda,WR-V1.2 i-VTEC VX MT,824499,2018,Hyderabad,Petrol,13989,Manual,1,18341
92,Maruti,BalenoZETA 1.2 K12,654199,2016,Hyderabad,Petrol,36772,Manual,1,14552
93,Volkswagen,PoloHIGHLINE 1.0 PETROL,684799,2019,Hyderabad,Petrol,53100,Manual,1,15233
94,Maruti,CiazDELTA 1.5 SHVS VVT MT,939199,2020,Hyderabad,Petrol,8747,Manual,1,20892
95,Honda,CityVX MT PETROL,996799,2018,Hyderabad,Petrol,48992,Manual,1,22173
96,Hyundai,,1149199,2021,Hyderabad,Diesel,15187,,1,25563
97,Hyundai,i20 Active1.2 S,624999,2017,Hyderabad,Petrol,109519,Manual,1,13903
98,Maruti,S CrossZETA 1.3 SHVS,888999,2018,Hyderabad,Diesel,68278,Manual,2,19775
99,MG,,1659699,2019,Hyderabad,Petrol,40741,,1,36919
100,Maruti,BalenoZETA 1.2 K12 AMT,663599,2017,Hyderabad,Petrol,45211,Automatic,1,14761
101,Hyundai,Grand i10ASTA 1.2 AT VTVT,496199,2014,Hyderabad,Petrol,22815,Automatic,1,11038
102,Maruti,Swift DzireVDI BS IV,457799,2012,Hyderabad,Diesel,129986,Manual,2,10183
103,Maruti,BalenoALPHA 1.2 K12,730099,2018,Hyderabad,Petrol,16676,Manual,1,16241
104,Renault,,421899,2017,Hyderabad,Petrol,34457,,1,9385
105,Maruti,SwiftVXI,439999,2014,Hyderabad,Petrol,102252,Manual,1,9788
106,Hyundai,Santro XingGLS,236899,2010,Hyderabad,Petrol,74312,Manual,1,5270
107,Maruti,BalenoALPHA 1.2 K12,748299,2018,Hyderabad,Petrol,38735,Manual,2,16645
108,Maruti,SwiftVXI,464199,2014,Hyderabad,Petrol,30466,Manual,1,10326
109,Maruti,S PRESSOVXI PLUS,464299,2019,Hyderabad,Petrol,34712,Manual,1,10328
110,Maruti,Wagon R 1.0VXI,410099,2016,Hyderabad,Petrol,78656,Manual,1,9122
111,Maruti,SwiftVXI,420099,2013,Hyderabad,Petrol,47439,Manual,2,9345
112,Maruti,AltoLXI,356299,2019,Hyderabad,Petrol,17804,Manual,1,7926
113,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,539799,2016,Hyderabad,Petrol,11293,Manual,2,12008
114,Maruti,Wagon R 1.0VXI,407899,2014,Hyderabad,Petrol,41503,Manual,1,9073
115,Maruti,Alto 800VXI (O),332499,2018,Hyderabad,Petrol,62766,Manual,1,7396
116,Maruti,Alto K10VXI,253599,2012,Hyderabad,Petrol,61989,Manual,1,5641
117,Maruti,Alto K10VXI,382599,2017,Hyderabad,Petrol,78193,Manual,1,8511
118,Maruti,Alto K10VXI,353799,2017,Hyderabad,Petrol,68809,Manual,2,7870
119,Maruti,Eeco7 STR,420699,2019,Hyderabad,Petrol,16480,Manual,1,9358
120,Maruti,Eeco5 STR WITH AC PLUSHTR,463499,2019,Hyderabad,Petrol,9338,Manual,2,10310
121,Hyundai,i10ERA 1.1 IRDE,334099,2012,Hyderabad,Petrol,45064,Manual,3,7432
122,Honda,Brio1.2 S MT I VTEC,390299,2014,Hyderabad,Petrol,57533,Manual,2,8682
123,Maruti,Alto 800LXI,336699,2018,Hyderabad,Petrol,13488,Manual,1,7490
124,Maruti,Swift DzireVDI BS IV,460599,2012,Hyderabad,Diesel,121755,Manual,1,10246
125,Maruti,Alto K10VXI,287299,2014,Delhi,Petrol,40562,Manual,1,6391
126,Hyundai,Grand i10MAGNA 1.1 CRDI,312299,2015,Delhi,Diesel,62491,Manual,2,6947
127,Maruti,Swift DzireVDI BS IV,416399,2014,Delhi,Diesel,96978,Manual,1,9263
128,Maruti,SwiftVDI ABS,432499,2015,Delhi,Diesel,44638,Manual,1,9621
129,Maruti,Alto K10VXI,427199,2019,Delhi,Petrol,10395,Manual,1,9503
130,Maruti,SwiftVDI,330499,2013,Delhi,Diesel,114506,Manual,1,7352
131,Hyundai,i20SPORTZ 1.4 CRDI,364899,2013,Delhi,Diesel,64361,Manual,1,8117
132,Maruti,SwiftVDI ABS,406599,2015,Delhi,Diesel,89196,Manual,1,9045
133,Maruti,SwiftVXI,392399,2014,Delhi,Petrol,107206,Manual,1,8729
134,Ford,Ecosport1.5 TITANIUMTDCI OPT,455199,2014,Delhi,Diesel,156205,Manual,1,10126
135,Hyundai,Elite i20MAGNA 1.4 CRDI,484199,2015,Delhi,Diesel,59041,Manual,1,10771
136,Honda,Amaze1.2 SAT I VTEC,475099,2014,Delhi,Petrol,31538,Automatic,1,10568
137,Hyundai,Grand i10SPORTS 1.2 VTVT,501699,2017,Delhi,Petrol,35134,Manual,1,11160
138,Maruti,CiazVDI PLUS,500299,2014,Delhi,Diesel,93428,Manual,1,11129
139,Maruti,Vitara BrezzaVDI,658599,2018,Delhi,Diesel,112703,Manual,1,14650
140,Tata,TiagoXZ 1.2 REVOTRON,514499,2019,Delhi,Petrol,19172,Manual,1,11445
141,Hyundai,NEW SANTROSPORTZ 1.1,516799,2019,Delhi,Petrol,5503,Manual,1,11496
142,Hyundai,Elite i20MAGNA 1.2,508399,2016,Delhi,Petrol,48823,Manual,1,11309
143,Maruti,BalenoDELTA 1.2 K12,558899,2016,Delhi,Petrol,36520,Manual,1,12432
144,Ford,Ecosport1.5 TITANIUM TI VCT,466999,2013,Delhi,Petrol,87890,Manual,3,10388
145,Hyundai,New ElantraS 1.6 MT,583999,2014,Delhi,Diesel,53444,Manual,1,12991
146,Hyundai,New ElantraS 1.6 MT,660999,2013,Delhi,Diesel,47959,Manual,2,14704
147,Hyundai,Creta1.4 E PLUS CRDI,855999,2017,Delhi,Diesel,77578,Manual,1,19041
148,Mahindra,ScorpioS4PLUS,875899,2016,Delhi,Diesel,51588,Manual,1,19484
149,Ford,Ecosport1.5 TITANIUM TI VCT AT,727899,2017,Delhi,Petrol,40536,Automatic,1,16192
150,Hyundai,i20 Active1.4 SX,531099,2015,Delhi,Diesel,82705,Manual,1,11814
151,Nissan,TerranoXV 110 DIESEL,476199,2014,Delhi,Diesel,43866,Manual,1,10593
152,Maruti,BalenoDELTA 1.2 K12,568499,2018,Delhi,Petrol,25937,Manual,1,12646
153,Hyundai,Tucson New2WD AT GL DIESEL,1570399,2017,Delhi,Diesel,52124,Automatic,1,34933
154,Toyota,Innova2.5 VX 8 STR BS IV,970999,2014,Delhi,Diesel,82096,Manual,1,21599
155,BMW,X3XDRIVE 20D,1257499,2013,Delhi,Diesel,69697,Automatic,2,27972
156,Mahindra,ScorpioLX BS IV,527299,2013,Delhi,Diesel,76604,Manual,1,11729
157,Hyundai,XcentS 1.1 CRDI OPT,350699,2014,Delhi,Diesel,66526,Manual,1,7801
158,Honda,CivicVX CVT i-VTEC,1612199,2019,Delhi,Petrol,15416,Automatic,1,35862
159,Mahindra,ScorpioS4+Intelli Hybrid 2WD,907899,2017,Delhi,Diesel,44533,Manual,2,20196
160,Hyundai,Tucson New2WD AT GL DIESEL,1558299,2018,Delhi,Diesel,58368,Automatic,1,34664
161,Hyundai,Tucson New2WD AT GL DIESEL,1855899,2018,Delhi,Diesel,29618,Automatic,1,41283
162,Hyundai,,807499,2017,Delhi,Diesel,74110,,1,17962
163,Hyundai,XcentSX 1.2 OPT,482899,2015,Delhi,Petrol,24525,Manual,1,10742
164,Mercedes,Benz E ClassE 250 CDI AVANTGARDE,1534799,2013,Delhi,Diesel,41294,Automatic,2,34141
165,Mahindra,TUV300T8,656199,2017,Delhi,Diesel,37328,Manual,1,14597
166,Toyota,Innova CrystaTouring Sport Diesel AT,1471699,2017,Delhi,Diesel,85295,Automatic,1,32737
167,Mahindra,ScorpioS10 Intelli Hybrid 2WD,1063999,2016,Delhi,Diesel,55537,Manual,1,23668
168,BMW,X1SDRIVE 20D,1915799,2017,Delhi,Diesel,47517,Automatic,1,42616
169,Maruti,S CrossALPHA 1.6,546099,2016,Delhi,Diesel,117629,Manual,1,12148
170,Maruti,ErtigaZDI PLUS SHVS,715399,2016,Delhi,Diesel,27611,Manual,2,15914
171,Mahindra,ScorpioS10,1157499,2016,Delhi,Diesel,46876,Manual,1,25748
172,Honda,WR-V1.2 i-VTEC S MT,727299,2017,Delhi,Petrol,15243,Manual,1,16178
173,BMW,X1SDRIVE 20D,1637499,2016,Delhi,Diesel,26906,Automatic,2,36425
174,BMW,3 Series320D,1580099,2015,Delhi,Diesel,34232,Automatic,2,35148
175,Maruti,New  Wagon-RLXI 1.0 L,495699,2019,Delhi,Petrol,1991,Manual,1,11027
176,Maruti,,495699,2019,Delhi,Petrol,13643,,1,11027
177,Maruti,Celerio XZXI OPT AMT,476599,2018,Delhi,Petrol,46829,Automatic,1,10602
178,Hyundai,GRAND I10 NIOSAsta Petrol,668099,2019,Delhi,Petrol,5906,Manual,1,14861
179,BMW,X3XDRIVE 20D,1404199,2013,Delhi,Diesel,66650,Automatic,1,31236
180,Hyundai,GRAND I10 NIOSAsta Petrol,716199,2019,Delhi,Petrol,5058,Manual,1,15931
181,Mahindra,ScorpioS7 120 BHP 2WD,1175199,2018,Delhi,Diesel,41029,Manual,1,26142
182,Maruti,BalenoDELTA 1.2 K12,704099,2020,Delhi,Petrol,10901,Manual,1,15662
183,Ford,New Figo1.2 TREND,349699,2015,Delhi,Petrol,54011,Manual,2,7779
184,Hyundai,Elite i20ASTA 1.2,576999,2015,Delhi,Petrol,48727,Manual,1,12835
185,Hyundai,Elite i20ASTA 1.2,576299,2015,Delhi,Petrol,34044,Manual,1,12819
186,Hyundai,Elite i20ASTA 1.2,579799,2015,Delhi,Petrol,62587,Manual,1,12897
187,Hyundai,Elite i20SPORTZ (O) 1.4,567199,2015,Delhi,Diesel,63004,Manual,1,12617
188,Audi,Q32.0 TDI MT S EDITION,1209799,2014,Delhi,Diesel,66027,Manual,1,26911
189,Maruti,Wagon R 1.0LXI,248799,2010,Delhi,Petrol,19196,Manual,1,5534
190,Honda,CivicZX MT DIESEL,1681399,2019,Delhi,Diesel,40820,Manual,1,37402
191,Hyundai,Creta1.4 S CRDI,809699,2016,Delhi,Diesel,54233,Manual,1,18011
192,Hyundai,Elite i20SPORTZ (O) 1.4,561599,2015,Delhi,Diesel,70355,Manual,1,12492
193,Audi,Q530 TDI PREMIUM PLUS,2072099,2014,Delhi,Diesel,32183,Automatic,1,46093
194,Hyundai,Elite i20SPORTZ 1.2,524799,2015,Delhi,Petrol,40062,Manual,1,11674
195,Hyundai,Creta1.6 SX CRDI,830999,2016,Delhi,Diesel,82382,Manual,1,18485
196,Hyundai,Creta1.6 SX CRDI,854999,2016,Delhi,Diesel,85035,Manual,1,19019
197,Ford,Figo Aspire1.5 AMBIENTE DIESEL,396599,2015,Delhi,Diesel,94755,Manual,1,8822
198,Maruti,S CrossSIGMA 1.3,542899,2015,Delhi,Diesel,83216,Manual,1,12076
199,Mahindra,ScorpioS5 2WD,1163699,2019,Delhi,Diesel,13601,Manual,1,25886
200,Hyundai,Creta1.6 S,794199,2015,Delhi,Petrol,84265,Manual,2,17667
201,Maruti,Wagon R 1.0VXI,273299,2011,Delhi,Petrol,47470,Manual,1,6079
202,Mercedes,Benz CLA ClassCLA 200 CDI SPORT,1822999,2015,Delhi,Diesel,49549,Automatic,2,40552
203,Hyundai,VENUES MT Turbo GDI 1.0L,867899,2019,Delhi,Petrol,31118,Manual,1,19306
204,Audi,Q32.0 TDI QUATTRO,1177199,2013,Delhi,Diesel,88920,Automatic,1,26186
205,Volkswagen,TIGUANHIGHLINE A/T,2124199,2018,Delhi,Diesel,74046,Automatic,1,47252
206,Hyundai,Elite i20SPORTZ 1.2,471199,2015,Delhi,Petrol,70052,Manual,1,10482
207,Hyundai,Elite i20SPORTZ 1.2,467399,2015,Delhi,Petrol,95487,Manual,1,10397
208,Mahindra,ScorpioS10,1089399,2016,Delhi,Diesel,66091,Manual,2,24233
209,Hyundai,Elite i20ASTA 1.2,565899,2014,Delhi,Petrol,29874,Manual,1,12588
210,Ford,Ecosport1.5 TREND TI VCT,516699,2014,Delhi,Petrol,77764,Manual,1,11494
211,Maruti,DzireVXI,592799,2017,Delhi,Petrol,40587,Manual,1,13186
212,Hyundai,Elite i20MAGNA 1.4 CRDI,480999,2015,Delhi,Diesel,52321,Manual,1,10700
213,Ford,Ecosport1.5TITANIUM TDCI,485499,2014,Delhi,Diesel,59650,Manual,1,10800
214,Maruti,DzireVDI,577899,2017,Delhi,Diesel,91724,Manual,1,12855
215,Ford,Ecosport1.5 TREND TDCI,489599,2014,Delhi,Diesel,38471,Manual,1,10891
216,Maruti,BalenoZETA 1.2 K12,599699,2016,Delhi,Petrol,18164,Manual,2,13340
217,Hyundai,Creta1.6 SX CRDI,738199,2015,Delhi,Diesel,81207,Manual,1,16421
218,Hyundai,Creta1.6 SX CRDI,734199,2015,Delhi,Diesel,117683,Manual,1,16332
219,Maruti,DzireVDI,551499,2017,Delhi,Diesel,110557,Manual,1,12268
220,Tata,TiagoXZ 1.2 REVOTRON,405399,2017,Delhi,Petrol,51646,Manual,1,9018
221,Ford,Ecosport1.5 TREND TDCI,424799,2014,Delhi,Diesel,102117,Manual,1,9449
222,Maruti,IGNISZETA 1.2 K12 AMT,549599,2017,Delhi,Petrol,21085,Automatic,2,12226
223,Ford,Ecosport1.5 TREND TDCI,448599,2014,Delhi,Diesel,122729,Manual,1,9979
224,Ford,Ecosport1.5TITANIUM TDCI,505799,2014,Delhi,Diesel,66200,Manual,1,11251
225,Maruti,New  Wagon-RVXI 1.0,537399,2020,Delhi,Petrol,14609,Manual,1,11954
226,Ford,Ecosport1.5 TREND TDCI,432399,2014,Delhi,Diesel,60710,Manual,1,9618
227,Hyundai,Elite i20SPORTZ 1.2,502899,2015,Delhi,Petrol,40775,Manual,2,11187
228,Maruti,Swift DzireVXI 1.2 BS IV,367399,2012,Delhi,Petrol,55409,Manual,2,8173
229,Hyundai,Creta1.6 SX PLUS PETROL,791599,2015,Delhi,Petrol,53083,Manual,1,17609
230,Hyundai,Creta1.6 S,801499,2015,Delhi,Petrol,29831,Manual,1,17829
231,Hyundai,Creta1.6 SX (O) CRDI,796999,2015,Delhi,Diesel,89521,Manual,1,17729
232,Toyota,Innova2.5 GX 7 STR BS IV,650299,2013,Delhi,Diesel,121060,Manual,2,14466
233,Tata,TiagoXT 1.05 REVOTORQ,444099,2017,Delhi,Diesel,13640,Manual,1,9879
234,Maruti,BalenoZETA 1.2 K12,539399,2016,Delhi,Petrol,32766,Manual,2,11999
235,Hyundai,Elite i20ASTA 1.4 CRDI,569499,2015,Delhi,Diesel,73424,Manual,2,12668
236,Maruti,BalenoZETA 1.2 K12,592399,2016,Delhi,Petrol,28614,Manual,1,13178
237,Hyundai,Elite i20SPORTZ (O) 1.4,489799,2014,Delhi,Diesel,72861,Manual,1,10895
238,Maruti,BalenoALPHA DDIS 190,577399,2016,Delhi,Diesel,67332,Manual,1,12844
239,Maruti,BalenoDELTA 1.2 K12,567799,2016,Delhi,Petrol,42119,Manual,1,12630
240,Honda,CRV2.0 2WD AT,1399999,2015,Delhi,Petrol,73682,Automatic,1,31142
241,Ford,Ecosport1.5TITANIUM TDCI,454299,2014,Delhi,Diesel,59522,Manual,2,10106
242,Maruti,BalenoALPHA DDIS 190,619899,2016,Delhi,Diesel,71530,Manual,1,13789
243,Volkswagen,VentoHIGHLINE PETROL,446899,2014,Delhi,Petrol,62625,Manual,1,9941
244,Renault,Duster85 PS RXL OPT,442199,2013,Delhi,Diesel,70538,Manual,1,9836
245,Renault,Duster85 PS RXL OPT,436399,2013,Delhi,Diesel,96788,Manual,1,9707
246,Maruti,DzireVDI AMT,643699,2017,Delhi,Diesel,55763,Automatic,1,14319
247,Hyundai,Elite i20ASTA 1.4 CRDI,470999,2014,Delhi,Diesel,80822,Manual,1,10477
248,Mahindra,XUV500W8 FWD,586199,2013,Delhi,Diesel,71248,Manual,1,13040
249,MG,HECTORSHARP DCT PETROL,1724799,2020,Delhi,Petrol,7388,Automatic,1,38367
250,Maruti,New  Wagon-RLXI 1.0 L,468699,2020,Delhi,Petrol,10477,Manual,3,10426
251,Maruti,BalenoDELTA DDIS 190,541199,2016,Delhi,Diesel,55334,Manual,1,12039
252,Maruti,BalenoDELTA 1.2 K12,529399,2016,Delhi,Petrol,44604,Manual,1,11776
253,Hyundai,Elite i20ASTA 1.4 CRDI,454899,2014,Delhi,Diesel,67588,Manual,1,10119
254,Mahindra,XUV500W6 4X2,523699,2014,Delhi,Diesel,166990,Manual,1,11649
255,Toyota,Innova2.5 VX 8 STR BS IV,996799,2014,Delhi,Diesel,69958,Manual,1,22173
256,Ford,Ecosport1.5TITANIUM TDCI,475499,2014,Delhi,Diesel,78005,Manual,1,10577
257,Maruti,DzireVDI AMT,587999,2017,Delhi,Diesel,34349,Automatic,2,13080
258,Maruti,BalenoDELTA 1.2 K12,523999,2016,Delhi,Petrol,72334,Manual,1,11656
259,Ford,Ecosport1.5TITANIUM TDCI,389699,2013,Delhi,Diesel,80946,Manual,2,8669
260,Hyundai,Creta1.6 CRDI SX PLUS AUTO,854099,2015,Delhi,Diesel,72344,Automatic,2,18999
261,Hyundai,Elite i20SPORTZ 1.4,477999,2014,Delhi,Diesel,81884,Manual,1,10633
262,Maruti,DzireVXI,572099,2018,Delhi,Petrol,34025,Manual,2,12726
263,Maruti,BalenoDELTA 1.2 K12,508999,2016,Delhi,Petrol,80392,Manual,1,11322
264,Maruti,ErtigaVDI ABS,459999,2013,Delhi,Diesel,112745,Manual,1,10232
265,Ford,Ecosport1.5TITANIUM TDCI,449299,2014,Delhi,Diesel,48761,Manual,2,9994
266,Ford,Ecosport1.5 TREND TDCI,480599,2014,Delhi,Diesel,59393,Manual,1,10691
267,Maruti,ErtigaVDI ABS,491299,2014,Delhi,Diesel,64013,Manual,1,10929
268,Maruti,BalenoSIGMA 1.2 K12,497499,2016,Delhi,Petrol,23801,Manual,1,11067
269,Audi,A62.0 TDI PREMIUM PLUS,1146199,2013,Delhi,Diesel,83689,Automatic,2,25497
270,Toyota,Fortuner3.0 MT 4X2,1205699,2013,Delhi,Diesel,76953,Manual,1,26820
