,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
829,Maruti,SwiftVDI,465099,2015,Delhi,Diesel,30528,Manual,1,10346
830,Hyundai,Grand i10SPORTS 1.2 VTVT,463599,2016,Delhi,Petrol,19902,Manual,1,10313
831,Honda,Brio1.2 S MT I VTEC,370599,2014,Delhi,Petrol,26081,Manual,1,8244
832,Honda,Brio1.2 VX AT I VTEC,476799,2015,Delhi,Petrol,25253,Automatic,2,10606
833,Maruti,Alto K10VXI OPT,354699,2017,Delhi,Petrol,40539,Manual,1,7890
834,Maruti,Alto 800LXI,307399,2017,Delhi,Petrol,29190,Manual,1,6838
835,Maruti,SwiftVDI ABS,434999,2015,Delhi,Diesel,84904,Manual,1,9676
836,Maruti,SwiftVDI ABS,447099,2015,Delhi,Diesel,91610,Manual,1,9945
837,Maruti,SwiftVDI,374199,2014,Delhi,Diesel,107030,Manual,1,8324
838,Maruti,SwiftVDI ABS,385099,2015,Delhi,Diesel,126169,Manual,1,8566
839,Maruti,SwiftVDI,383699,2014,Delhi,Diesel,112073,Manual,1,8535
840,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,419799,2015,Delhi,Petrol,21496,Manual,1,9338
841,Maruti,SwiftZXI,462699,2014,Delhi,Petrol,51211,Manual,1,10292
842,Maruti,SwiftZDI,420799,2014,Delhi,Diesel,92088,Manual,1,9360
843,Maruti,SwiftVDI ABS,438999,2015,Delhi,Diesel,104093,Manual,1,9765
844,Maruti,SwiftVXI,453499,2014,Delhi,Petrol,27329,Manual,1,10088
845,Maruti,SwiftVDI ABS,378999,2015,Delhi,Diesel,122972,Manual,1,8431
846,Maruti,SwiftVDI ABS,429999,2015,Delhi,Diesel,104005,Manual,1,9565
847,Maruti,SwiftVDI ABS,418799,2015,Delhi,Diesel,107096,Manual,1,9316
848,Hyundai,Grand i10ASTA 1.2 KAPPA VTVT,442399,2015,Delhi,Petrol,27155,Manual,2,9841
849,Tata,NanoTWIST XTA,222699,2016,Delhi,Petrol,19921,Automatic,2,4954
850,Hyundai,Grand i10SPORTS 1.2 VTVT,428299,2015,Delhi,Petrol,19851,Manual,2,9527
851,Maruti,Alto K10VXI,340299,2017,Delhi,Petrol,16788,Manual,1,7570
852,Maruti,Alto K10VXI,303999,2015,Delhi,Petrol,25636,Manual,1,6762
853,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,440499,2015,Delhi,Petrol,13223,Manual,1,9799
854,Maruti,Alto K10VXI,367599,2018,Delhi,Petrol,27027,Manual,2,8177
855,Maruti,Alto 800LXI,294199,2016,Delhi,Petrol,21423,Manual,2,6544
856,Maruti,Alto 800LXI,328399,2018,Delhi,Petrol,34014,Manual,1,7305
857,Maruti,SwiftVDI ABS,420099,2015,Delhi,Diesel,112006,Manual,1,9345
858,Maruti,Alto 800LXI,295399,2016,Delhi,Petrol,5209,Manual,1,6571
859,Maruti,Alto 800LXI,285699,2015,Delhi,Petrol,24515,Manual,1,6355
860,Maruti,Alto 800LXI,326899,2018,Delhi,Petrol,15498,Manual,2,7272
861,Maruti,Alto K10VXI AMT,360899,2016,Delhi,Petrol,23227,Automatic,1,8028
862,Maruti,Alto K10VXI,364199,2017,Delhi,Petrol,17840,Manual,1,8101
863,Maruti,Alto K10VXI,355899,2017,Delhi,Petrol,12221,Manual,2,7917
864,Maruti,Alto K10VXI,396399,2018,Delhi,Petrol,14465,Manual,1,8818
865,Maruti,Alto K10VXI,389699,2018,Delhi,Petrol,17585,Manual,1,8669
866,Maruti,Alto K10VXI,400299,2018,Delhi,Petrol,17862,Manual,1,8904
867,Maruti,Alto K10VXI,399299,2019,Delhi,Petrol,6999,Manual,1,8882
868,Maruti,Alto K10VXI,376499,2018,Delhi,Petrol,19205,Manual,2,8375
869,Maruti,Alto K10VXI,426299,2019,Delhi,Petrol,11920,Manual,1,9483
870,Maruti,BalenoDELTA 1.2 K12,512999,2016,Delhi,Petrol,87113,Manual,1,11411
871,Renault,KwidRXL,345199,2018,Delhi,Petrol,12124,Manual,1,7679
872,Toyota,,864299,2018,Delhi,Petrol,39407,,1,19226
873,Renault,Kwid1.0 RXT Opt,352799,2017,Delhi,Petrol,14941,Manual,1,7848
874,Hyundai,VENUE1.0L Turbo GDI SX MT,905299,2019,Delhi,Petrol,35157,Manual,1,20138
875,Hyundai,EonMAGNA PLUS,319399,2015,Delhi,Petrol + CNG,46321,Manual,1,7105
876,Hyundai,Grand i10SPORTS 1.2 AT VTVT,496299,2018,Delhi,Petrol,63465,Automatic,1,11040
877,Maruti,SwiftVDI ABS,478199,2015,Delhi,Diesel,56552,Manual,1,10637
878,Tata,TiagoXT 1.05 REVOTORQ,350499,2016,Delhi,Diesel,84870,Manual,1,7797
879,Maruti,DzireVDI,638399,2018,Delhi,Diesel,56149,Manual,1,14201
880,Honda,Amaze1.5 SMT I DTEC,338699,2014,Delhi,Diesel,90004,Manual,1,7534
881,Hyundai,Grand i10MAGNA 1.1 CRDI,298799,2014,Delhi,Diesel,72483,Manual,2,6647
882,Hyundai,Elite i20ASTA 1.4 CRDI,667499,2018,Delhi,Diesel,74782,Manual,2,14848
883,Hyundai,Grand i10ASTA AT 1.2 KAPPA VTVT,366399,2013,Delhi,Petrol,28397,Automatic,4,8150
884,Hyundai,,584599,2015,Delhi,Diesel,78499,,2,13004
885,Volkswagen,PoloHIGHLINE1.2L PETROL,346499,2012,Delhi,Petrol,126101,Manual,1,7708
886,Maruti,Alto 800LXI,282799,2017,Delhi,Petrol,54041,Manual,1,6291
887,Tata,TiagoXZ 1.2 REVOTRON,485399,2019,Delhi,Petrol,38846,Manual,1,10797
888,Renault,Kwid1.0 RXT Opt,352799,2017,Delhi,Petrol,19609,Manual,1,7848
889,Maruti,Swift DzireLDI BS IV,305999,2013,Delhi,Diesel,130588,Manual,1,6807
890,Maruti,RitzVDI,267699,2013,Delhi,Diesel,55532,Manual,1,5955
891,Maruti,Alto K10VXI,230899,2012,Delhi,Petrol,72766,Manual,2,5136
892,Hyundai,Grand i10ASTA 1.2 KAPPA VTVT,522199,2017,Delhi,Petrol,34178,Manual,1,11616
893,Ford,Ecosport1.5TITANIUM TDCI,902999,2019,Delhi,Diesel,10715,Manual,1,20087
894,Maruti,SwiftVDI ABS,408699,2015,Delhi,Diesel,37925,Manual,1,9091
895,Hyundai,Creta1.6 SX PLUS DIESEL,744799,2015,Delhi,Diesel,81173,Manual,2,16568
896,Hyundai,Elite i20ASTA 1.4 CRDI,467499,2014,Delhi,Diesel,169197,Manual,1,10399
897,Volkswagen,PoloCOMFORTLINE 1.2L DIESEL,295799,2013,Delhi,Diesel,64969,Manual,1,6580
898,Toyota,Innova2.5 GX 7 STR BS IV,659299,2013,Delhi,Diesel,63967,Manual,1,14666
899,Hyundai,Elite i201.2 MAGNA PLUS VTVT,642099,2019,Delhi,Petrol,25371,Manual,1,14283
900,Ford,Ecosport1.5 AMBIENTE TDCI,768199,2020,Delhi,Diesel,32965,Manual,1,17088
901,Renault,KwidRXL,358799,2019,Delhi,Petrol,17515,Manual,2,7981
902,Maruti,BalenoDELTA 1.2 K12,608999,2018,Delhi,Petrol,23091,Manual,1,13547
903,Honda,Amaze1.2 SMT I VTEC,657199,2019,Mumbai,Petrol,8771,Manual,1,14619
904,Maruti,Zen EstiloLXI,120399,2007,Mumbai,Petrol,76609,Manual,3,2678
905,Skoda,Rapid1.6 MPI MT ACTIVE,728899,2019,Mumbai,Petrol,12218,Manual,1,16214
906,Maruti,Vitara BrezzaZXI+ AT SHVS,1131099,2020,Mumbai,Petrol,13934,Automatic,1,25161
907,Ford,FREESTYLETITANIUM 1.2 TI-VCT,570899,2018,Mumbai,Petrol,19318,Manual,1,12699
908,Volkswagen,PoloCOMFORTLINE 1.2L PETROL,319299,2011,Mumbai,Petrol,42700,Manual,2,7103
909,Hyundai,Tucson New2WD AT GLS DIESEL,1666499,2017,Mumbai,Diesel,64801,Automatic,1,37070
910,Tata,NEXONXM 1.5,717499,2018,Mumbai,Diesel,96906,Manual,1,15960
911,Volkswagen,AmeoHIGHLINE 1.2,501799,2016,Mumbai,Petrol,30248,Manual,1,11162
912,Hyundai,i20 Active1.4 SX,622499,2015,Mumbai,Diesel,143485,Manual,1,13847
913,Mercedes,Benz C ClassC 220 CDI CLASSIC,871699,2012,Mumbai,Diesel,46324,Automatic,3,19390
914,Ford,New Figo1.2 TREND,420699,2017,Mumbai,Petrol,58,Manual,1,9358
915,Maruti,S CrossZETA 1.3,788699,2017,Mumbai,Diesel,26334,Manual,1,17544
916,Hyundai,Creta1.6 SX PLUS AUTO PETROL,1071399,2016,Mumbai,Petrol,11262,Automatic,1,23833
917,Hyundai,VENUES MT 1.2 KAPPA,870999,2021,Mumbai,Petrol,6821,Manual,1,19375
918,Hyundai,i20 Active1.2 SX,616599,2017,Mumbai,Petrol,12910,Manual,1,13716
919,Tata,HexaVaricor 400 XT,1147199,2018,Mumbai,Diesel,91763,Manual,1,25519
920,Honda,,785999,2013,Mumbai,Petrol,81458,,2,17484
921,Tata,ALTROZXZ 1.2,848299,2020,Mumbai,Petrol,16523,Manual,1,18870
922,Maruti,New  Wagon-RVXI 1.0,555099,2019,Mumbai,Petrol,9608,Manual,1,12348
923,Maruti,Vitara BrezzaZDI,714099,2016,Mumbai,Diesel,67227,Manual,1,15885
924,Maruti,Vitara BrezzaVDI,722999,2016,Mumbai,Diesel,52988,Manual,1,16083
925,Maruti,CiazVXI PLUS,549799,2015,Mumbai,Petrol,51925,Manual,1,12230
926,Hyundai,Elite i20SPORTZ 1.2,516699,2016,Mumbai,Petrol,130014,Manual,1,11494
927,Ford,Ecosport1.5 TITANIUMTDCI OPT,536499,2013,Mumbai,Diesel,42929,Manual,1,11934
928,Hyundai,Elite i20ASTA 1.2 (O),563399,2016,Mumbai,Petrol,76197,Manual,1,12532
929,Maruti,Vitara BrezzaVDI OPT,730599,2017,Mumbai,Diesel,46304,Manual,1,16252
930,Ford,Ecosport1.5TITANIUM TDCI,517299,2013,Mumbai,Diesel,83574,Manual,2,11507
931,Jeep,Compass2.0 LONGITUDE,1358799,2017,Mumbai,Diesel,62695,Manual,1,30226
932,Toyota,GlanzaG CVT,785599,2019,Mumbai,Petrol,44175,Automatic,1,17475
933,Honda,WR-V1.2 i-VTEC VX MT,791599,2018,Mumbai,Petrol,16631,Manual,1,17609
934,Toyota,GlanzaV CVT,854799,2019,Mumbai,Petrol,32918,Automatic,1,19015
935,Renault,TRIBER1.0 RXZ,639199,2019,Mumbai,Petrol,25688,Manual,1,14219
936,Hyundai,VernaFLUIDIC 1.6 SX VTVT,777499,2017,Mumbai,Petrol,43085,Manual,2,17295
937,Maruti,BalenoZETA 1.2 K12,604899,2016,Mumbai,Petrol,47955,Manual,1,13456
938,Maruti,BalenoDELTA 1.2 K12,576699,2016,Mumbai,Petrol,51532,Manual,1,12828
939,Maruti,BalenoDELTA 1.2 K12,572599,2016,Mumbai,Petrol,40087,Manual,1,12737
940,Toyota,GlanzaV CVT,944699,2019,Mumbai,Petrol,5693,Automatic,1,21014
941,Maruti,BalenoZETA 1.2 K12,618399,2016,Mumbai,Petrol,24481,Manual,1,13756
942,Maruti,DzireVXI,685199,2018,Mumbai,Petrol,40267,Manual,1,15242
943,Maruti,BalenoALPHA DDIS 190,642999,2016,Mumbai,Diesel,85248,Manual,1,14303
944,Maruti,DzireVDI,695799,2017,Mumbai,Diesel,107185,Manual,1,15478
945,Maruti,BalenoZETA 1.2 K12 CVT,741599,2016,Mumbai,Petrol,5318,Automatic,1,16496
946,Maruti,DzireVXI,704199,2018,Mumbai,Petrol,40870,Manual,1,15665
947,Maruti,DzireVXI,704199,2018,Mumbai,Petrol,18895,Manual,1,15665
948,Maruti,DzireVXI,704199,2018,Mumbai,Petrol,14904,Manual,1,15665
949,Hyundai,VENUE1.0 TURBO GDI SX+ AT,1135899,2020,Mumbai,Petrol,21526,Automatic,1,25267
950,Tata,NEXONXZA + 1.2 PETROL A/T,1166399,2021,Mumbai,Petrol,6352,Automatic,1,25946
951,Honda,WR-V1.2 i-VTEC VX MT,807999,2018,Mumbai,Petrol,25586,Manual,1,17973
952,Hyundai,Grand i10SPORTS 1.2 VTVT,387999,2014,Mumbai,Petrol,42967,Manual,2,8631
953,Maruti,IGNISZETA 1.2 K12 AMT,520799,2017,Mumbai,Petrol,31550,Automatic,2,11585
954,Maruti,DzireZDI Plus,799999,2018,Mumbai,Diesel,30200,Manual,2,17796
955,Maruti,ErtigaZDI SHVS,867199,2016,Mumbai,Diesel,57921,Manual,1,19290
956,Maruti,IGNISDELTA 1.3 DDIS,533399,2017,Mumbai,Diesel,29027,Manual,1,11865
957,Maruti,IGNISDELTA 1.2 K12 AMT,537699,2017,Mumbai,Petrol,14854,Automatic,1,11961
958,Maruti,DzireZDI Plus,778299,2018,Mumbai,Diesel,51484,Manual,1,17313
959,Hyundai,VENUE1.0 TURBO GDI SX+ AT,1158999,2019,Mumbai,Petrol,8917,Automatic,1,25781
960,Honda,JazzVX  1.2,591199,2016,Mumbai,Petrol,31915,Manual,1,13151
961,KIA,SELTOSHTK PLUS 1.5 PETROL,1278599,2020,Mumbai,Petrol,28421,Manual,1,28442
962,Maruti,DzireVDI AMT,755099,2018,Mumbai,Diesel,53168,Automatic,1,16797
963,Toyota,Corolla AltisJ S,698199,2014,Mumbai,Petrol,22359,Manual,2,15531
964,Maruti,DzireVDI AMT,777999,2018,Mumbai,Diesel,23726,Automatic,1,17306
965,Hyundai,Elite i20Magna Executive 1.2,547199,2017,Mumbai,Petrol,40991,Manual,1,12172
966,Honda,Jazz1.2 V AT,634599,2016,Mumbai,Petrol,32013,Automatic,1,14116
967,Honda,Jazz1.2 V MT,561899,2016,Mumbai,Petrol,29453,Manual,1,12499
968,Honda,JazzVX  1.2,555299,2016,Mumbai,Petrol,34461,Manual,1,12352
969,Jeep,CompassLIMITED 1.4 AT,1721699,2018,Mumbai,Petrol,9447,Automatic,1,38298
970,Toyota,Innova2.5 GX 8 STR BS IV,808999,2013,Mumbai,Diesel,177672,Manual,2,17996
971,Hyundai,Elite i20SPORTZ 1.2,561999,2017,Mumbai,Petrol,22276,Manual,2,12501
972,Hyundai,Grand i10MAGNA 1.2 VTVT,361699,2013,Mumbai,Petrol,36143,Manual,1,8046
973,Honda,Jazz1.2 SV MT,506699,2016,Mumbai,Petrol,41262,Manual,1,11271
974,Hyundai,Elite i20SPORTZ 1.2,594699,2016,Mumbai,Petrol,43118,Manual,1,13229
975,Ford,Ecosport1.5 TITANIUM TI VCT AT,661499,2015,Mumbai,Petrol,23482,Automatic,1,14715
976,Honda,CivicZX CVT PETROL,1728499,2019,Mumbai,Petrol,29075,Automatic,1,38450
977,Volkswagen,PoloGT TSI 1.2 PETROL AT,593299,2014,Mumbai,Petrol,24798,Automatic,1,13198
978,Hyundai,Creta1.6 SX PLUS AUTO PETROL,1044699,2017,Mumbai,Petrol,67764,Automatic,1,23239
979,BMW,3 Series320D SPORTLINE,1473799,2014,Mumbai,Diesel,76122,Automatic,1,32784
980,Hyundai,Grand i10SPORTS 1.2 VTVT,416299,2014,Mumbai,Petrol,14086,Manual,1,9260
981,Honda,CivicZX CVT PETROL,1811699,2019,Mumbai,Petrol,19570,Automatic,1,40300
982,Ford,Figo Aspire1.5 TREND DIESEL,595099,2018,Mumbai,Diesel,28177,Manual,1,13238
983,KIA,SELTOS1.4 GTX+ TURBO GDI PETROL AT,1911499,2020,Mumbai,Petrol,26123,Automatic,1,42520
984,KIA,SELTOSHTX AT PETROL,1541099,2020,Mumbai,Petrol,12433,Automatic,1,34281
985,KIA,SELTOS1.4 GTX+ TURBO GDI PETROL AT,1911499,2020,Mumbai,Petrol,12093,Automatic,1,42520
986,KIA,SELTOS1.4 GTX+ TURBO GDI PETROL AT,1911499,2020,Mumbai,Petrol,11050,Automatic,1,42520
987,KIA,SELTOSGTX+ 1.4 MT,1650399,2019,Mumbai,Petrol,14320,Manual,1,36712
988,KIA,SELTOSGTX+ 1.4 MT,1655499,2019,Mumbai,Petrol,12368,Manual,1,36826
989,KIA,SELTOSGTX+ 1.4 MT,1617199,2019,Mumbai,Petrol,5348,Manual,1,35974
990,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,409399,2013,Mumbai,Petrol,29148,Manual,1,9107
991,Hyundai,Grand i10ASTA 1.2 AT VTVT,414399,2013,Mumbai,Petrol,55125,Manual,1,9218
992,Volkswagen,PoloHIGHLINE PLUS 1.2L PETROL,602299,2017,Mumbai,Petrol,16885,Manual,1,13398
993,Hyundai,Verna1.6 SX (O) CRDI MT,1125099,2017,Mumbai,Diesel,43660,Manual,1,25027
994,Maruti,CelerioVXI AMT,420599,2015,Mumbai,Petrol,17993,Automatic,1,9356
995,Mahindra,XUV500W8 FWD,1235599,2017,Mumbai,Diesel,42960,Manual,1,27485
996,Honda,CityV MT PETROL,905999,2018,Mumbai,Petrol,15834,Manual,1,20153
997,MG,HECTORSHARP 2.0 DIESEL,1789399,2019,Mumbai,Diesel,48939,Manual,1,39804
998,Toyota,Innova2.5 GX 8 STR BS IV,747299,2012,Mumbai,Diesel,353288,Manual,1,16623
999,Hyundai,Verna1.6 SX VTVT AT (O),1147399,2018,Mumbai,Petrol,15610,Automatic,1,25523
1000,Honda,CityV MT PETROL,921599,2018,Mumbai,Petrol,18363,Manual,1,20500
1001,Hyundai,i10MAGNA 1.1 IRDE2,298499,2013,Mumbai,Petrol,40284,Manual,2,6640
1002,Hyundai,Elite i20ASTA 1.2,693499,2017,Mumbai,Petrol,47676,Manual,1,15427
1003,Toyota,Innova Crysta2.4 VX 7 STR,1814599,2018,Mumbai,Diesel,38389,Manual,1,40365
1004,Maruti,ErtigaZXI SMART HYBRID AT,1076299,2019,Mumbai,Petrol,18528,Automatic,2,23942
1005,Honda,CityV CVT,873499,2017,Mumbai,Petrol,22687,Automatic,1,19431
1006,MG,HECTORSHARP 2.0 DIESEL,1742699,2019,Mumbai,Diesel,37965,Manual,1,38765
1007,Maruti,S PRESSOVXI PLUS AGS,461899,2020,Mumbai,Petrol,6794,Automatic,2,10275
1008,Volkswagen,PoloGT TSI 1.2 PETROL AT,738699,2017,Mumbai,Petrol,40500,Automatic,1,16432
1009,Honda,CitySV MT PETROL,538899,2014,Mumbai,Petrol,57968,Manual,1,11988
1010,Ford,Ecosport1.5 TITANIUM PLUS TI VCT AT,936599,2017,Mumbai,Petrol,32190,Automatic,1,20834
1011,Hyundai,Elite i20SPORTZ 1.2,610899,2017,Mumbai,Petrol,25400,Manual,2,13589
1012,Honda,Amaze1.2 V CVT I VTEC,803699,2019,Mumbai,Petrol,12829,Automatic,1,17878
1013,Hyundai,Creta1.6 SX AT CRDI,2009899,2020,Mumbai,Diesel,25507,Automatic,1,44709
1014,MG,,1706399,2019,Mumbai,Diesel,28478,,2,37958
1015,Ford,Ecosport1.5 TITANIUM TI VCT,774999,2017,Mumbai,Petrol,22682,Manual,1,17239
1016,Maruti,S CrossZETA SHVS,1174499,2019,Mumbai,Diesel,20577,Manual,1,26126
1017,Hyundai,Creta1.6 SX AT CRDI,1330799,2018,Mumbai,Diesel,30872,Automatic,1,29603
1018,Maruti,BalenoALPHA 1.2 K12,609599,2017,Mumbai,Petrol,69269,Manual,1,13560
1019,Datsun,Redi GoT (O),508499,2021,Mumbai,Petrol,144,Manual,1,11311
1020,Hyundai,Elite i20SPORTZ 1.2,626399,2017,Mumbai,Petrol,26359,Manual,1,13934
1021,Hyundai,Elite i20ASTA 1.2,676199,2017,Mumbai,Petrol,35112,Manual,1,15042
1022,Maruti,S PRESSOVXI PLUS,441199,2019,Mumbai,Petrol,61379,Manual,1,9814
1023,Honda,CityZX CVT,1101699,2018,Mumbai,Petrol,48062,Automatic,1,24507
1024,Hyundai,Verna1.6 SX VTVT AT (O),1069999,2018,Mumbai,Petrol,60424,Automatic,1,23802
1025,Maruti,SwiftVDI,409599,2012,Mumbai,Diesel,69711,Manual,2,9111
1026,Hyundai,Elite i20SPORTZ 1.2,614399,2017,Mumbai,Petrol,25814,Manual,1,13667
1027,Honda,CityZX MT PETROL,1095199,2019,Mumbai,Petrol,10806,Manual,1,24362
1028,Maruti,SwiftVXI,385199,2012,Mumbai,Petrol,36656,Manual,1,8569
1029,Maruti,BalenoDELTA 1.2 K12,603799,2017,Mumbai,Petrol,28026,Manual,1,13431
1030,Datsun,Redi Go1.0 S AT,369499,2018,Mumbai,Petrol,14778,Automatic,1,8219
1031,Volkswagen,PoloGT TSI 1.2 PETROL AT,538099,2015,Mumbai,Petrol,94303,Automatic,1,11970
1032,Ford,Ecosport1.5 TDCI TITANIUM PLUS,877299,2018,Mumbai,Diesel,50828,Manual,1,19515
1033,Volkswagen,,1058499,2020,Mumbai,Petrol,3112,,1,23546
1034,Maruti,Wagon R 1.0LXI,324999,2014,Mumbai,Petrol,55353,Manual,2,7229
1035,BMW,5 Series520D 2.0,1376799,2013,Mumbai,Diesel,93457,Automatic,2,30626
1036,Maruti,CelerioZXI,398099,2016,Mumbai,Petrol,39771,Manual,1,8855
1037,Hyundai,i20ASTA 1.2,466199,2014,Mumbai,Petrol,9015,Manual,2,10370
1038,Hyundai,VENUE1.0 TURBO GDI SX+ AT,1305399,2021,Mumbai,Petrol,1340,Automatic,1,29038
1039,Maruti,DzireVXI,694299,2019,Mumbai,Petrol,27268,Manual,1,15444
1040,Hyundai,Grand i10SPORTS 1.2 VTVT,449499,2016,Mumbai,Petrol,59532,Manual,1,9999
1041,Tata,TiagoXZA 1.2 REVOTRON,564999,2018,Mumbai,Petrol,32064,Automatic,1,12568
1042,Maruti,Swift DzireVXI 1.2 BS IV,447599,2014,Mumbai,Petrol,66552,Manual,1,9957
1043,Maruti,SwiftVXI,427399,2015,Mumbai,Petrol,28123,Manual,2,9507
1044,Hyundai,i20SPORTZ 1.2 VTVT,414199,2012,Mumbai,Petrol,38908,Manual,1,9214
1045,Honda,CityZX CVT,1551899,2021,Mumbai,Petrol,23346,Automatic,1,34521
1046,Toyota,Etios LivaD-4D VXD,562899,2016,Mumbai,Diesel,62324,Manual,1,12521
1047,Skoda,Superb1.8 TSI STYLE AT,2149799,2018,Mumbai,Petrol,20330,Automatic,1,47821
1048,Maruti,SwiftZDI +,757899,2018,Mumbai,Diesel,26635,Manual,1,16859
1049,Maruti,Vitara BrezzaVDI,838699,2019,Mumbai,Diesel,44471,Manual,1,18656
1050,Maruti,Swift DzireVDI BS IV,464499,2012,Mumbai,Diesel,50082,Manual,1,10333
1051,Hyundai,i20ASTA 1.2,469299,2014,Mumbai,Petrol,40369,Manual,1,10439
1052,Hyundai,EonMAGNA PLUS,391599,2018,Mumbai,Petrol,12881,Manual,1,8711
1053,Maruti,CelerioZXI,476499,2019,Mumbai,Petrol,51521,Manual,1,10599
1054,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,507299,2018,Mumbai,Petrol,22622,Manual,1,11285
1055,Maruti,SwiftVXI,466599,2015,Mumbai,Petrol,45840,Manual,1,10379
1056,Maruti,Vitara BrezzaVDI,838699,2019,Mumbai,Diesel,16664,Manual,2,18656
1057,Maruti,BalenoALPHA DDIS 190,773399,2018,Mumbai,Diesel,53267,Manual,1,17204
1058,Maruti,Wagon R 1.0VXI PLUS,448199,2018,Mumbai,Petrol,31191,Manual,1,9970
1059,Maruti,Wagon R 1.0VXI AMT,449799,2018,Mumbai,Petrol,38303,Automatic,1,10006
1060,Hyundai,i10ASTA 1.2 AT KAPPA2 WITH SUNROOF,438299,2013,Mumbai,Petrol,31550,Automatic,1,9750
1061,Maruti,Alto K10VXI OPT,347099,2018,Mumbai,Petrol,58970,Manual,1,7721
1062,Maruti,Swift DzireVDI BS IV,464499,2012,Mumbai,Diesel,133745,Manual,1,10333
1063,Maruti,SwiftZDI,448699,2014,Mumbai,Diesel,143871,Manual,1,9981
1064,Maruti,BalenoZETA 1.2 K12,699999,2019,Mumbai,Petrol,19383,Manual,2,15571
1065,Hyundai,i10SPORTZ 1.2 KAPPA2,316599,2012,Mumbai,Petrol,43631,Manual,1,7043
1066,Maruti,BalenoDELTA 1.2 K12,660599,2018,Mumbai,Petrol,21047,Manual,1,14695
1067,Maruti,Vitara BrezzaZDI PLUS,997699,2019,Mumbai,Diesel,49511,Manual,1,22193
1068,Jeep,Compass1.4 LIMITED PLUS AT,1800699,2019,Mumbai,Petrol,30583,Automatic,2,40056
1069,Maruti,CelerioZXI AMT,621199,2020,Mumbai,Petrol,3799,Automatic,1,13818
1070,Maruti,S PRESSOVXI PLUS,512399,2021,Mumbai,Petrol,5621,Manual,1,11398
1071,Maruti,Wagon R 1.0VXI,333499,2013,Mumbai,Petrol,34053,Manual,1,7419
1072,Hyundai,Grand i10SPORTS 1.2 VTVT,449999,2016,Mumbai,Petrol,23600,Manual,3,10010
1073,Maruti,S PRESSOVXI PLUS,499599,2021,Mumbai,Petrol,3509,Manual,1,11113
1074,Hyundai,Grand i101.2 ASTA (O) AT,522999,2016,Mumbai,Petrol,8632,Automatic,1,11634
1075,Maruti,Wagon R 1.0VXI,456499,2017,Mumbai,Petrol,24813,Manual,1,10155
1076,Maruti,Alto 800VXI,323199,2018,Mumbai,Petrol,41230,Manual,1,7189
1077,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,502899,2016,Mumbai,Petrol,28828,Manual,1,11187
1078,Hyundai,i20ASTA 1.2 O,429599,2014,Mumbai,Petrol,40459,Manual,3,9556
1079,Hyundai,i20MAGNA O 1.2,391399,2013,Mumbai,Petrol,34387,Manual,1,8706
1080,Hyundai,Grand i10Magna 1.2 AT  VTVT,530899,2016,Mumbai,Petrol,16786,Automatic,1,11810
1081,Renault,KwidRXT 1.0 EASY-R AT OPTION,504599,2019,Mumbai,Petrol,3439,Automatic,1,11225
1082,Maruti,Wagon R 1.0VXI,367499,2015,Mumbai,Petrol,26356,Manual,1,8175
1083,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,485499,2016,Mumbai,Petrol,32627,Manual,1,10800
1084,Maruti,CelerioVXI AMT,412899,2016,Mumbai,Petrol,29387,Automatic,1,9185
1085,Maruti,IGNISDELTA 1.2 K12 AMT,602099,2019,Mumbai,Petrol,14751,Automatic,1,13393
1086,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,486199,2016,Mumbai,Petrol,21555,Manual,1,10815
1087,Renault,KwidRXT 1.0 EASY-R AT OPTION,483799,2019,Mumbai,Petrol,5423,Automatic,1,10762
1088,Hyundai,Grand i10SPORTZ (O) 1.2 AT VTVT,602199,2017,Mumbai,Petrol,9365,Automatic,1,13396
1089,Hyundai,Grand i10ASTA 1.2 CRDI,680599,2017,Mumbai,Diesel,13148,Manual,1,15140
1090,Hyundai,Grand i10SPORTZ O 1.2,576199,2018,Mumbai,Petrol,13444,Manual,1,12817
1091,Hyundai,Grand i10ASTA 1.2 (O) VTVT,470699,2016,Mumbai,Petrol,27727,Manual,1,10470
1092,Hyundai,Grand i10ASTA AT 1.2 KAPPA VTVT,480899,2015,Mumbai,Petrol,43347,Automatic,1,10697
1093,Hyundai,i20ASTA 1.2,412299,2013,Mumbai,Petrol,41048,Manual,2,9171
1094,Maruti,Wagon R 1.0VXI,438799,2017,Mumbai,Petrol,22454,Manual,1,9761
1095,Hyundai,Grand i10SPORTS 1.2 VTVT,444099,2015,Mumbai,Petrol,30849,Manual,1,9879
1096,Maruti,Alto 800LXI,325099,2017,Mumbai,Petrol,19863,Manual,1,7232
1097,Maruti,Wagon R 1.0LXI,345699,2013,Mumbai,Petrol,39630,Manual,1,7690
1098,Maruti,CelerioZXI OPT,534799,2018,Mumbai,Petrol,6149,Manual,1,11896
